project_id,year,project_type,implementing_agency,location,contractor,has_contractor,contractor_reliability,procurement_mode,funding_source,approved_budget,planned_duration_months,start_month,start_date,planned_end_date,agency_capacity,typhoon_exposure,cpi_at_start,cmrpi_at_start,cpi_change,cmrpi_change,is_delayed,delay_days,delay_probability,is_cost_overrun,cost_overrun_pct,overrun_probability,risk_category
PROJ-2017-0100,2017,Infrastructure,HMO,Batad,Juantong Agri-Ventures Trading,1,0.57,Direct Contracting,SEF,50610.99,12,9,2017-09-12,2018-09-07,0.7,16.6,97.7,98.5,2.3,1.5,1,168,0.3806,1,0.065,0.7592,High
PROJ-2022-0101,2022,Infrastructure,HMO,Igbaras,Red Hammer International Builders,1,0.38,Repeat Order,General Fund,2045692.73,12,2,2022-02-07,2023-02-02,0.7,16.6,116.0,125.3,7.1,5.7,1,187,0.7235,1,0.156,0.8012,Critical
PROJ-2017-0102,2017,Infrastructure,IPG/HMO,Sara,RS AGRO INDUSTRIAL Corporation,1,0.44,Repeat Order,HFEP,852802.11,12,2,2017-02-02,2018-01-28,0.67,16.6,97.7,98.5,2.3,1.5,1,94,0.6044,1,0.114,0.739,High
PROJ-2018-0103,2018,Infrastructure,Provincial Planning Office,Lambunao,Island Builders Corporation,1,0.61,Competitive Bidding,GAD Fund,725490.13,12,4,2018-04-09,2019-04-04,0.82,16.6,100.0,100.0,2.5,3.2,0,0,0.5398,1,0.196,0.3887,Medium
PROJ-2016-0104,2016,Infrastructure,HMO,Ajuy,Dreamer's Valley Construction,1,0.36,Alternative Mode (Shopping),SEF,676589.3,12,7,2016-07-12,2017-07-07,0.7,16.6,94.5,96.0,3.2,2.5,1,189,0.6505,1,0.193,0.8,High
PROJ-2021-0105,2021,Non-Infrastructure,OPPESM,Miagao,N/A,0,0.5,Alternative Mode (Negotiated),Trust Fund,1342100.76,6,11,2021-11-01,2022-04-30,0.65,3.8,109.8,114.0,6.2,11.3,0,0,0.2832,0,0.0,0.3099,Medium
PROJ-2016-0106,2016,Infrastructure,IPG/HMO,Dumangas,Orchard Valley Enterprises,1,0.77,Alternative Mode (Negotiated),20% NTA,129130.63,12,7,2016-07-04,2017-06-29,0.67,16.6,94.5,96.0,3.2,2.5,1,159,0.4181,0,0.0,0.7301,High
PROJ-2021-0107,2021,Infrastructure,PGENRO,Pavia,Metro Iloilo Construction,1,0.46,Direct Contracting,Special Budget,306554.68,12,11,2021-11-07,2022-11-02,0.68,16.6,109.8,114.0,6.2,11.3,0,0,0.5764,0,0.0,0.5141,High
PROJ-2025-0108,2025,Non-Infrastructure,Provincial Accountant's Office,Leon,Juantong Agri-Ventures Trading,1,0.57,Direct Contracting,SEF,801490.35,6,2,2025-02-07,2025-08-06,0.8,5.0,132.5,139.2,0.0,0.0,0,0,0.1828,1,0.111,0.3068,Low
PROJ-2016-0109,2016,Non-Infrastructure,Provincial Accountant's Office,Tubungan,N/A,0,0.5,Repeat Order,General Fund,2747723.04,6,1,2016-01-09,2016-07-07,0.8,2.8,94.5,96.0,3.2,2.5,0,0,0.2295,0,0.0,0.3261,Medium
PROJ-2016-0110,2016,Non-Infrastructure,ICTMO,Carles,N/A,0,0.5,Direct Contracting,GAD Fund,3988196.56,6,10,2016-10-08,2017-04-06,0.78,6.1,94.5,96.0,3.2,2.5,1,40,0.3757,1,0.195,0.6232,Medium
PROJ-2018-0111,2018,Non-Infrastructure,Provincial Accountant's Office,Guimbal,N/A,0,0.5,Alternative Mode (Shopping),Supplemental Budget,173122.31,6,4,2018-04-06,2018-10-03,0.8,10.5,100.0,100.0,2.5,3.2,0,0,0.2594,0,0.0,0.3224,Medium
PROJ-2025-0112,2025,Infrastructure,IPG/HMO,Janiuay,Panay Construction Services,1,0.53,Alternative Mode (Negotiated),SEF,932157.7,12,7,2025-07-14,2026-07-09,0.67,16.6,132.5,139.2,0.0,0.0,1,186,0.5603,1,0.1,0.7361,High
PROJ-2017-0113,2017,Non-Infrastructure,PGENRO,San Miguel,N/A,0,0.5,Direct Contracting,SEF,5748547.53,6,10,2017-10-11,2018-04-09,0.68,6.1,97.7,98.5,2.3,1.5,0,0,0.3631,0,0.0,0.3393,Medium
PROJ-2021-0114,2021,Non-Infrastructure,PSWDO,Leganes,N/A,0,0.5,Competitive Bidding,20% NTA,17991.84,6,2,2021-02-05,2021-08-04,0.75,5.0,109.8,114.0,6.2,11.3,0,0,0.1057,1,0.276,0.3136,Low
PROJ-2018-0115,2018,Non-Infrastructure,IPG-HRMDO,Bingawan,N/A,0,0.5,Repeat Order,GAD Fund,31215.35,6,10,2018-10-13,2019-04-11,0.7,6.1,100.0,100.0,2.5,3.2,0,0,0.1108,1,0.336,0.3471,Low
PROJ-2021-0116,2021,Non-Infrastructure,PCDO,San Miguel,N/A,0,0.5,Direct Contracting,HFEP,53718.16,6,6,2021-06-03,2021-11-30,0.6,14.3,109.8,114.0,6.2,11.3,0,0,0.1957,1,0.239,0.322,Medium
PROJ-2021-0117,2021,Non-Infrastructure,OLEDIPO,Oton,N/A,0,0.5,Alternative Mode (Shopping),General Fund,144539.32,6,7,2021-07-07,2022-01-03,0.55,13.8,109.8,114.0,6.2,11.3,0,0,0.2813,0,0.0,0.2768,Medium
PROJ-2019-0118,2019,Non-Infrastructure,IPG-HRMDO,Pavia,3rd Dragon Builders Innovation,1,0.92,Direct Contracting,SEF,3948169.9,6,3,2019-03-13,2019-09-09,0.7,7.8,102.5,103.2,2.6,4.3,1,79,0.2433,1,0.156,0.6632,Medium
PROJ-2022-0119,2022,Non-Infrastructure,IPG-HRMDO,Carles,N/A,0,0.5,Competitive Bidding,MOOE,937558.45,6,6,2022-06-09,2022-12-06,0.7,14.3,116.0,125.3,7.1,5.7,1,94,0.3314,1,0.145,0.7058,Medium
PROJ-2023-0120,2023,Infrastructure,HMO,Igbaras,Conquest Construction Supply,1,0.79,Direct Contracting,SEF,32212.04,12,1,2023-01-01,2023-12-27,0.7,16.6,123.1,131.0,4.7,4.8,0,0,0.2943,1,0.117,0.4748,Medium
PROJ-2022-0121,2022,Non-Infrastructure,OLEDIPO,Janiuay,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,776647.78,6,10,2022-10-03,2023-04-01,0.55,6.1,116.0,125.3,7.1,5.7,0,0,0.2788,1,0.071,0.3366,Medium
PROJ-2024-0122,2024,Infrastructure,PGENRO,San Joaquin,Conquest Construction Supply,1,0.79,Competitive Bidding,Supplemental Budget,89827.33,12,11,2024-11-06,2025-11-01,0.68,16.6,127.8,135.8,4.7,3.4,1,256,0.3782,1,0.091,0.8098,High
PROJ-2017-0123,2017,Infrastructure,PCDO,Igbaras,Western Visayas Builders Inc.,1,0.46,Alternative Mode (Shopping),Trust Fund,162933.96,12,3,2017-03-10,2018-03-05,0.6,16.6,97.7,98.5,2.3,1.5,0,0,0.5075,0,0.0,0.4076,Medium
PROJ-2017-0124,2017,Non-Infrastructure,Provincial Accountant's Office,Zarraga,N/A,0,0.5,Alternative Mode (Negotiated),20% NTA,2755756.85,6,10,2017-10-05,2018-04-03,0.8,6.1,97.7,98.5,2.3,1.5,0,0,0.3018,0,0.0,0.3171,Medium
PROJ-2021-0125,2021,Non-Infrastructure,HMO,Leganes,N/A,0,0.5,Competitive Bidding,LDRRMF,241573.72,6,9,2021-09-11,2022-03-10,0.7,8.8,109.8,114.0,6.2,11.3,1,38,0.2236,1,0.214,0.6466,Medium
PROJ-2018-0126,2018,Non-Infrastructure,PSWDO,Ajuy,CEBU ERNBRI IMPORT INC.,1,0.71,Alternative Mode (Negotiated),Special Budget,2084864.37,6,12,2018-12-08,2019-06-06,0.75,2.3,100.0,100.0,2.5,3.2,0,0,0.2032,0,0.0,0.2883,Low
PROJ-2016-0127,2016,Infrastructure,PGENRO,San Joaquin,3rd Dragon Builders Innovation,1,0.92,Competitive Bidding,MOOE,593050.33,12,8,2016-08-11,2017-08-06,0.68,16.6,94.5,96.0,3.2,2.5,0,0,0.5054,0,0.0,0.4021,Medium
PROJ-2018-0128,2018,Non-Infrastructure,HMO,Carles,N/A,0,0.5,Direct Contracting,GAD Fund,174165.18,6,4,2018-04-12,2018-10-09,0.7,10.5,100.0,100.0,2.5,3.2,0,0,0.2244,1,0.13,0.3314,Medium
PROJ-2024-0129,2024,Infrastructure,Provincial Agriculture Office,Sta. Barbara,A. Maquiling Construction and Supply,1,0.71,Competitive Bidding,Trust Fund,188416.53,12,12,2024-12-13,2025-12-08,0.62,16.6,127.8,135.8,4.7,3.4,1,283,0.4718,1,0.346,0.7803,High
PROJ-2018-0130,2018,Non-Infrastructure,PSWDO,San Dionisio,N/A,0,0.5,Repeat Order,LDRRMF,598607.47,6,7,2018-07-07,2019-01-03,0.75,13.8,100.0,100.0,2.5,3.2,0,0,0.2842,0,0.0,0.2977,Medium
PROJ-2018-0131,2018,Non-Infrastructure,OLEDIPO,Zarraga,N/A,0,0.5,Alternative Mode (Negotiated),Supplemental Budget,47283.32,6,7,2018-07-11,2019-01-07,0.55,13.8,100.0,100.0,2.5,3.2,0,0,0.1723,0,0.0,0.3077,Low
PROJ-2016-0132,2016,Non-Infrastructure,OPPESM,Passi City,N/A,0,0.5,Alternative Mode (Negotiated),MOOE,740486.35,6,7,2016-07-02,2016-12-29,0.65,13.8,94.5,96.0,3.2,2.5,1,41,0.3415,1,0.32,0.653,Medium
PROJ-2017-0133,2017,Non-Infrastructure,OLEDIPO,Anilao,N/A,0,0.5,Direct Contracting,HFEP,1216094.57,6,5,2017-05-13,2017-11-09,0.55,12.8,97.7,98.5,2.3,1.5,0,0,0.3534,1,0.244,0.2993,Medium
PROJ-2023-0134,2023,Infrastructure,IPG/HMO,Leon,Panay Construction Services,1,0.53,Direct Contracting,20% NTA,709599.74,12,2,2023-02-07,2024-02-02,0.67,16.6,123.1,131.0,4.7,4.8,0,0,0.5915,0,0.0,0.4681,High
PROJ-2016-0135,2016,Non-Infrastructure,ICTMO,Passi City,N/A,0,0.5,Direct Contracting,MOOE,3634421.74,6,9,2016-09-12,2017-03-11,0.78,8.8,94.5,96.0,3.2,2.5,1,92,0.3663,1,0.306,0.6876,High
PROJ-2020-0136,2020,Infrastructure,IPG/HMO,San Enrique,PACEMCO Construction,1,0.93,Alternative Mode (Shopping),Supplemental Budget,6815044.81,12,11,2020-11-01,2021-10-27,0.67,16.6,105.1,107.5,4.7,6.5,1,259,0.7006,1,0.144,0.824,Critical
PROJ-2016-0137,2016,Non-Infrastructure,Provincial Planning Office,Concepcion,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,385142.06,6,8,2016-08-05,2017-02-01,0.82,11.6,94.5,96.0,3.2,2.5,1,101,0.2491,1,0.28,0.6782,Medium
PROJ-2025-0138,2025,Non-Infrastructure,Provincial Agriculture Office,Dueñas,3rd Dragon Builders Innovation,1,0.92,Repeat Order,MOOE,10000.0,6,12,2025-12-11,2026-06-09,0.62,2.3,132.5,139.2,0.0,0.0,0,0,0.0564,0,0.0,0.2966,Low
PROJ-2016-0139,2016,Non-Infrastructure,Provincial Agriculture Office,Dumangas,N/A,0,0.5,Repeat Order,LDRRMF,53139.06,6,12,2016-12-01,2017-05-30,0.62,2.3,94.5,96.0,3.2,2.5,0,0,0.1072,0,0.0,0.287,Low
PROJ-2016-0140,2016,Non-Infrastructure,PSWDO,Miagao,N/A,0,0.5,Competitive Bidding,SEF,10952.54,6,4,2016-04-06,2016-10-03,0.75,10.5,94.5,96.0,3.2,2.5,0,0,0.1561,1,0.235,0.3535,Low
PROJ-2021-0141,2021,Non-Infrastructure,Provincial Engineering Office,Alimodian,N/A,0,0.5,Alternative Mode (Shopping),GAD Fund,12466973.14,6,11,2021-11-07,2022-05-06,0.73,3.8,109.8,114.0,6.2,11.3,0,0,0.4188,0,0.0,0.333,Medium
PROJ-2018-0142,2018,Non-Infrastructure,OLEDIPO,San Enrique,N/A,0,0.5,Alternative Mode (Negotiated),Special Budget,57031720.71,6,3,2018-03-14,2018-09-10,0.55,7.8,100.0,100.0,2.5,3.2,0,0,0.5206,1,0.183,0.3386,Medium
PROJ-2022-0143,2022,Non-Infrastructure,Provincial Agriculture Office,Lambunao,Golden West Engineering,1,0.66,Competitive Bidding,20% NTA,2417100.27,6,6,2022-06-10,2022-12-07,0.62,14.3,116.0,125.3,7.1,5.7,1,118,0.4058,0,0.0,0.6759,High
PROJ-2016-0144,2016,Infrastructure,HMO,Batad,Orchard Valley Enterprises,1,0.77,Direct Contracting,General Fund,365014.68,12,4,2016-04-02,2017-03-28,0.7,16.6,94.5,96.0,3.2,2.5,0,0,0.5024,0,0.0,0.4185,Medium
PROJ-2023-0145,2023,Infrastructure,Provincial Engineering Office,San Dionisio,Red Hammer International Builders,1,0.38,Competitive Bidding,GAD Fund,263916.27,12,6,2023-06-13,2024-06-07,0.73,16.6,123.1,131.0,4.7,4.8,0,0,0.5682,0,0.0,0.4268,High
PROJ-2024-0146,2024,Non-Infrastructure,Provincial Planning Office,Balasan,N/A,0,0.5,Direct Contracting,MOOE,691387.25,6,3,2024-03-01,2024-08-28,0.82,7.8,127.8,135.8,4.7,3.4,0,0,0.2723,0,0.0,0.3382,Medium
PROJ-2021-0147,2021,Non-Infrastructure,PHO,San Enrique,N/A,0,0.5,Alternative Mode (Shopping),GAD Fund,291941.51,6,12,2021-12-10,2022-06-08,0.72,2.3,109.8,114.0,6.2,11.3,0,0,0.1614,0,0.0,0.3298,Low
PROJ-2020-0148,2020,Infrastructure,HMO,Tigbauan,Visayan Construction Group,1,0.52,Repeat Order,20% NTA,77918274.2,12,8,2020-08-01,2021-07-27,0.7,16.6,105.1,107.5,4.7,6.5,1,272,0.7889,1,0.288,0.828,Critical
PROJ-2025-0149,2025,Infrastructure,HMO,Miagao,Iloilo New Agri-Industrial Marketing,1,0.44,Alternative Mode (Shopping),General Fund,1460448.54,12,7,2025-07-05,2026-06-30,0.7,16.6,132.5,139.2,0.0,0.0,0,0,0.6035,1,0.215,0.4422,High
PROJ-2017-0150,2017,Infrastructure,Provincial Agriculture Office,San Enrique,Metro Iloilo Construction,1,0.46,Competitive Bidding,Special Budget,1225236.96,12,2,2017-02-01,2018-01-27,0.62,16.6,97.7,98.5,2.3,1.5,0,0,0.667,0,0.0,0.3895,High
PROJ-2025-0151,2025,Non-Infrastructure,Provincial Accountant's Office,Cabatuan,N/A,0,0.5,Competitive Bidding,Trust Fund,46343.12,6,6,2025-06-14,2025-12-11,0.8,14.3,132.5,139.2,0.0,0.0,0,0,0.1129,0,0.0,0.2896,Low
PROJ-2025-0152,2025,Infrastructure,IPG/HMO,San Miguel,Conquest Construction Supply,1,0.79,Direct Contracting,GAD Fund,18127.1,12,1,2025-01-09,2026-01-04,0.67,16.6,132.5,139.2,0.0,0.0,0,0,0.2703,0,0.0,0.4372,Medium
PROJ-2024-0153,2024,Non-Infrastructure,PSWDO,San Joaquin,PACEMCO Construction,1,0.93,Direct Contracting,LDRRMF,2034601.01,6,11,2024-11-02,2025-05-01,0.75,3.8,127.8,135.8,4.7,3.4,0,0,0.1879,0,0.0,0.29,Low
PROJ-2023-0154,2023,Infrastructure,PHO,Igbaras,RS AGRO INDUSTRIAL Corporation,1,0.44,Alternative Mode (Shopping),General Fund,66283.9,12,4,2023-04-13,2024-04-07,0.72,16.6,123.1,131.0,4.7,4.8,0,0,0.4355,0,0.0,0.3823,Medium
PROJ-2017-0155,2017,Non-Infrastructure,PSWDO,Miagao,N/A,0,0.5,Alternative Mode (Shopping),LDRRMF,10268.91,6,9,2017-09-10,2018-03-09,0.75,8.8,97.7,98.5,2.3,1.5,0,0,0.143,1,0.056,0.3026,Low
PROJ-2025-0156,2025,Non-Infrastructure,PCDO,San Enrique,PACEMCO Construction,1,0.93,Direct Contracting,General Fund,12225004.69,6,2,2025-02-06,2025-08-05,0.6,5.0,132.5,139.2,0.0,0.0,0,0,0.2721,0,0.0,0.2429,Medium
PROJ-2024-0157,2024,Infrastructure,Provincial Engineering Office,Pototan,3rd Dragon Builders Innovation,1,0.92,Direct Contracting,Special Budget,125082.03,12,3,2024-03-03,2025-02-26,0.73,16.6,127.8,135.8,4.7,3.4,0,0,0.3797,1,0.183,0.4627,Medium
PROJ-2022-0158,2022,Non-Infrastructure,OPPESM,Igbaras,N/A,0,0.5,Alternative Mode (Negotiated),LDRRMF,30694727.78,6,9,2022-09-05,2023-03-04,0.65,8.8,116.0,125.3,7.1,5.7,1,134,0.5534,1,0.197,0.7283,High
PROJ-2021-0159,2021,Infrastructure,OLEDIPO,Balasan,Juantong Agri-Ventures Trading,1,0.57,Alternative Mode (Negotiated),GAD Fund,12894991.24,12,5,2021-05-06,2022-05-01,0.55,16.6,109.8,114.0,6.2,11.3,1,253,0.8124,0,0.0,0.8017,Critical
PROJ-2019-0160,2019,Non-Infrastructure,Provincial Accountant's Office,Cabatuan,Orchard Valley Enterprises,1,0.77,Alternative Mode (Negotiated),General Fund,221247.97,6,9,2019-09-02,2020-02-29,0.8,8.8,102.5,103.2,2.6,4.3,0,0,0.1402,1,0.347,0.3325,Low
PROJ-2022-0161,2022,Non-Infrastructure,IPG-HRMDO,San Joaquin,N/A,0,0.5,Competitive Bidding,MOOE,1410087.18,6,4,2022-04-04,2022-10-01,0.7,10.5,116.0,125.3,7.1,5.7,0,0,0.4196,0,0.0,0.3399,Medium
PROJ-2016-0162,2016,Infrastructure,OLEDIPO,Tigbauan,Island Builders Corporation,1,0.61,Competitive Bidding,GAD Fund,829354.45,12,4,2016-04-13,2017-04-08,0.55,16.6,94.5,96.0,3.2,2.5,0,0,0.5804,0,0.0,0.4178,High
PROJ-2018-0163,2018,Non-Infrastructure,Provincial Agriculture Office,Lemery,N/A,0,0.5,Alternative Mode (Shopping),General Fund,55252.62,6,3,2018-03-05,2018-09-01,0.62,7.8,100.0,100.0,2.5,3.2,0,0,0.1587,0,0.0,0.3188,Low
PROJ-2024-0164,2024,Non-Infrastructure,Provincial Planning Office,Concepcion,N/A,0,0.5,Competitive Bidding,Trust Fund,715946.54,6,4,2024-04-10,2024-10-07,0.82,10.5,127.8,135.8,4.7,3.4,1,78,0.2775,1,0.171,0.6494,Medium
PROJ-2025-0165,2025,Non-Infrastructure,PSWDO,Alimodian,N/A,0,0.5,Alternative Mode (Negotiated),General Fund,5617759.45,6,4,2025-04-10,2025-10-07,0.75,10.5,132.5,139.2,0.0,0.0,1,111,0.4061,0,0.0,0.6705,High
PROJ-2017-0166,2017,Non-Infrastructure,Provincial Agriculture Office,Lemery,N/A,0,0.5,Repeat Order,Special Budget,367177.19,6,8,2017-08-01,2018-01-28,0.62,11.6,97.7,98.5,2.3,1.5,0,0,0.2449,0,0.0,0.3078,Medium
PROJ-2024-0167,2024,Infrastructure,Provincial Engineering Office,Dumangas,Western Visayas Builders Inc.,1,0.46,Repeat Order,SEF,807521.68,12,1,2024-01-12,2025-01-06,0.73,16.6,127.8,135.8,4.7,3.4,0,0,0.6649,0,0.0,0.4052,High
PROJ-2016-0168,2016,Infrastructure,OLEDIPO,Oton,Dreamer's Valley Construction,1,0.36,Alternative Mode (Negotiated),LDRRMF,15463.38,12,1,2016-01-09,2017-01-03,0.55,16.6,94.5,96.0,3.2,2.5,0,0,0.4522,0,0.0,0.447,Medium
PROJ-2022-0169,2022,Infrastructure,IPG/HMO,Dumangas,PCC Construction Corp,1,0.85,Alternative Mode (Negotiated),Trust Fund,178735.19,12,7,2022-07-11,2023-07-06,0.67,16.6,116.0,125.3,7.1,5.7,0,0,0.4337,1,0.083,0.4464,Medium
PROJ-2020-0170,2020,Infrastructure,Provincial Agriculture Office,Bingawan,PCC Construction Corp,1,0.85,Alternative Mode (Shopping),GAD Fund,3983469.38,12,10,2020-10-03,2021-09-28,0.62,16.6,105.1,107.5,4.7,6.5,1,259,0.6096,1,0.333,0.8281,High
PROJ-2025-0171,2025,Infrastructure,Provincial Engineering Office,Miagao,CEBU ERNBRI IMPORT INC.,1,0.71,Repeat Order,20% NTA,7265331.59,12,3,2025-03-06,2026-03-01,0.73,16.6,132.5,139.2,0.0,0.0,1,205,0.6538,1,0.091,0.7725,High
PROJ-2018-0172,2018,Infrastructure,Provincial Agriculture Office,Ajuy,Western Visayas Builders Inc.,1,0.46,Alternative Mode (Shopping),General Fund,261823.47,12,3,2018-03-07,2019-03-02,0.62,16.6,100.0,100.0,2.5,3.2,1,260,0.529,1,0.211,0.8199,High
PROJ-2025-0173,2025,Non-Infrastructure,Provincial Planning Office,Maasin,N/A,0,0.5,Repeat Order,GAD Fund,134096.47,6,4,2025-04-13,2025-10-10,0.82,10.5,132.5,139.2,0.0,0.0,0,0,0.1662,1,0.061,0.2841,Low
PROJ-2022-0174,2022,Non-Infrastructure,ICTMO,Guimbal,Visayan Construction Group,1,0.52,Alternative Mode (Shopping),Trust Fund,127599.65,6,9,2022-09-14,2023-03-13,0.78,8.8,116.0,125.3,7.1,5.7,0,0,0.1888,1,0.302,0.355,Medium
PROJ-2024-0175,2024,Infrastructure,PCDO,Alimodian,Juantong Agri-Ventures Trading,1,0.57,Competitive Bidding,GAD Fund,2203017.29,12,10,2024-10-11,2025-10-06,0.6,16.6,127.8,135.8,4.7,3.4,1,63,0.6859,1,0.262,0.7291,High
PROJ-2016-0176,2016,Non-Infrastructure,IPG-HRMDO,Tubungan,N/A,0,0.5,Alternative Mode (Shopping),SEF,1341822.04,6,10,2016-10-12,2017-04-10,0.7,6.1,94.5,96.0,3.2,2.5,0,0,0.2596,0,0.0,0.3214,Medium
PROJ-2019-0177,2019,Non-Infrastructure,Provincial Engineering Office,San Miguel,N/A,0,0.5,Competitive Bidding,HFEP,18774.58,6,10,2019-10-13,2020-04-10,0.73,6.1,102.5,103.2,2.6,4.3,0,0,0.113,0,0.0,0.3529,Low
PROJ-2018-0178,2018,Non-Infrastructure,OLEDIPO,Iloilo City,N/A,0,0.5,Competitive Bidding,LDRRMF,706871.71,6,9,2018-09-06,2019-03-05,0.55,8.8,100.0,100.0,2.5,3.2,1,136,0.2875,1,0.159,0.6959,Medium
PROJ-2017-0179,2017,Infrastructure,OLEDIPO,Alimodian,Western Visayas Builders Inc.,1,0.46,Direct Contracting,General Fund,1622186.67,12,5,2017-05-13,2018-05-08,0.55,16.6,97.7,98.5,2.3,1.5,0,0,0.6646,1,0.1,0.4013,High
PROJ-2018-0180,2018,Non-Infrastructure,Provincial Agriculture Office,Pavia,Red Hammer International Builders,1,0.38,Alternative Mode (Negotiated),Supplemental Budget,310868.21,6,4,2018-04-05,2018-10-02,0.62,10.5,100.0,100.0,2.5,3.2,1,43,0.2711,1,0.104,0.6518,Medium
PROJ-2016-0181,2016,Infrastructure,IPG/HMO,San Dionisio,Conquest Construction Supply,1,0.79,Alternative Mode (Negotiated),Trust Fund,1528927.92,12,11,2016-11-02,2017-10-28,0.67,16.6,94.5,96.0,3.2,2.5,1,123,0.6051,0,0.0,0.7601,High
PROJ-2016-0182,2016,Infrastructure,Provincial Engineering Office,Lambunao,Orchard Valley Enterprises,1,0.77,Alternative Mode (Negotiated),20% NTA,358227.71,12,9,2016-09-02,2017-08-28,0.73,16.6,94.5,96.0,3.2,2.5,1,133,0.4678,1,0.226,0.7124,High
PROJ-2016-0183,2016,Infrastructure,Provincial Engineering Office,Estancia,Visayan Construction Group,1,0.52,Direct Contracting,MOOE,163295.81,12,8,2016-08-08,2017-08-03,0.73,16.6,94.5,96.0,3.2,2.5,1,117,0.4802,1,0.104,0.7626,High
PROJ-2022-0184,2022,Non-Infrastructure,PSWDO,Igbaras,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,533908.51,6,12,2022-12-03,2023-06-01,0.75,2.3,116.0,125.3,7.1,5.7,1,69,0.1991,0,0.0,0.6924,Medium
PROJ-2019-0185,2019,Non-Infrastructure,PCDO,Balasan,N/A,0,0.5,Alternative Mode (Shopping),LDRRMF,901805.64,6,5,2019-05-06,2019-11-02,0.6,12.8,102.5,103.2,2.6,4.3,1,122,0.3494,1,0.341,0.7176,High
PROJ-2017-0186,2017,Non-Infrastructure,OPPESM,San Joaquin,N/A,0,0.5,Alternative Mode (Negotiated),GAD Fund,60166.41,6,4,2017-04-01,2017-09-28,0.65,10.5,97.7,98.5,2.3,1.5,0,0,0.1978,1,0.171,0.3055,Low
PROJ-2023-0187,2023,Non-Infrastructure,PHO,Janiuay,N/A,0,0.5,Direct Contracting,SEF,600752.66,6,3,2023-03-02,2023-08-29,0.72,7.8,123.1,131.0,4.7,4.8,0,0,0.2546,0,0.0,0.2892,Medium
PROJ-2024-0188,2024,Infrastructure,Provincial Engineering Office,San Dionisio,3rd Dragon Builders Innovation,1,0.92,Repeat Order,Trust Fund,2177439.0,12,4,2024-04-07,2025-04-02,0.73,16.6,127.8,135.8,4.7,3.4,1,170,0.5449,1,0.218,0.7393,High
PROJ-2025-0189,2025,Non-Infrastructure,OPPESM,Calinog,N/A,0,0.5,Repeat Order,General Fund,23642419.12,6,5,2025-05-09,2025-11-05,0.65,12.8,132.5,139.2,0.0,0.0,0,0,0.4914,1,0.247,0.3276,Medium
PROJ-2016-0190,2016,Non-Infrastructure,Provincial Planning Office,Sta. Barbara,N/A,0,0.5,Competitive Bidding,Supplemental Budget,551525.8,6,6,2016-06-10,2016-12-07,0.82,14.3,94.5,96.0,3.2,2.5,0,0,0.2672,1,0.125,0.3185,Medium
PROJ-2025-0191,2025,Non-Infrastructure,OPPESM,Dingle,N/A,0,0.5,Direct Contracting,Supplemental Budget,318275.2,6,1,2025-01-06,2025-07-05,0.65,2.8,132.5,139.2,0.0,0.0,0,0,0.1325,0,0.0,0.2632,Low
PROJ-2023-0192,2023,Non-Infrastructure,PHO,Ajuy,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,13664243.3,6,8,2023-08-08,2024-02-04,0.72,11.6,123.1,131.0,4.7,4.8,0,0,0.5528,0,0.0,0.2723,Medium
PROJ-2024-0193,2024,Non-Infrastructure,Provincial Planning Office,Barotac Nuevo,N/A,0,0.5,Alternative Mode (Shopping),Special Budget,1043482.04,6,6,2024-06-12,2024-12-09,0.82,14.3,127.8,135.8,4.7,3.4,0,0,0.3399,1,0.08,0.3547,Medium
PROJ-2019-0194,2019,Non-Infrastructure,IPG-HRMDO,Balasan,N/A,0,0.5,Direct Contracting,LDRRMF,593411.52,6,11,2019-11-14,2020-05-12,0.7,3.8,102.5,103.2,2.6,4.3,0,0,0.1997,1,0.195,0.3343,Medium
PROJ-2023-0195,2023,Infrastructure,PGENRO,Barotac Viejo,Visayan Construction Group,1,0.52,Repeat Order,Special Budget,305947.01,12,7,2023-07-08,2024-07-02,0.68,16.6,123.1,131.0,4.7,4.8,1,147,0.5415,1,0.313,0.7857,High
PROJ-2020-0196,2020,Non-Infrastructure,PCDO,Dingle,N/A,0,0.5,Alternative Mode (Negotiated),Special Budget,3719937.75,6,8,2020-08-13,2021-02-09,0.6,11.6,105.1,107.5,4.7,6.5,0,0,0.4533,1,0.14,0.3778,Medium
PROJ-2021-0197,2021,Non-Infrastructure,PSWDO,Zarraga,N/A,0,0.5,Alternative Mode (Negotiated),MOOE,393650.71,6,2,2021-02-02,2021-08-01,0.75,5.0,109.8,114.0,6.2,11.3,0,0,0.1944,0,0.0,0.314,Low
PROJ-2016-0198,2016,Non-Infrastructure,ICTMO,Lambunao,N/A,0,0.5,Alternative Mode (Negotiated),General Fund,630777.64,6,6,2016-06-13,2016-12-10,0.78,14.3,94.5,96.0,3.2,2.5,0,0,0.3064,1,0.164,0.3192,Medium
PROJ-2017-0199,2017,Infrastructure,Provincial Engineering Office,Leganes,Metro Iloilo Construction,1,0.46,Direct Contracting,GAD Fund,4130990.48,12,12,2017-12-03,2018-11-28,0.73,16.6,97.7,98.5,2.3,1.5,0,0,0.7413,0,0.0,0.4776,High
