quarter,rainfall_mm,typhoon_days,cpi_quarterly,cmrpi_quarterly,context_id
1,905.5,7.6,99.83,101.64,CTX-0553
2,188.9,1.8,103.14,103.45,CTX-0554
1,1097.7,6.6,127.19,135.61,CTX-0555
2,822.7,5.6,128.03,133.61,CTX-0556
1,854.9,8.7,99.09,97.24,CTX-0557
2,174.5,2.0,97.66,97.31,CTX-0558
1,563.1,8.4,99.73,98.48,CTX-0559
2,166.4,0.5,99.35,99.18,CTX-0560
3,469.1,1.9,100.44,102.03,CTX-0561
4,1316.8,7.8,100.95,101.02,CTX-0562
1,902.2,7.5,130.77,135.61,CTX-0563
2,961.6,7.2,132.24,136.48,CTX-0564
1,268.1,1.0,121.85,128.43,CTX-0565
2,1040.0,6.8,124.62,131.72,CTX-0566
1,783.3,3.5,100.16,97.71,CTX-0567
2,955.9,8.7,100.93,98.73,CTX-0568
3,297.0,2.6,99.83,97.78,CTX-0569
4,140.7,0.5,99.76,100.65,CTX-0570
1,867.7,11.7,109.24,112.79,CTX-0571
2,344.0,4.0,109.73,113.87,CTX-0572
3,97.7,0.3,108.95,114.17,CTX-0573
4,644.2,5.0,110.7,115.15,CTX-0574
1,117.5,0.7,132.21,140.54,CTX-0575
2,807.7,4.0,132.43,139.17,CTX-0576
1,129.7,0.4,96.99,96.48,CTX-0577
2,837.9,6.3,96.25,98.52,CTX-0578
1,330.2,0.7,95.27,94.93,CTX-0579
2,1139.2,7.8,93.9,96.03,CTX-0580
3,786.9,5.4,93.35,94.98,CTX-0581
4,182.7,1.3,96.27,96.04,CTX-0582
1,1048.6,7.1,102.13,102.82,CTX-0583
2,839.2,7.8,103.12,102.95,CTX-0584
1,108.6,0.7,98.99,100.65,CTX-0585
2,435.8,2.7,100.18,98.65,CTX-0586
1,483.3,3.6,115.16,125.69,CTX-0587
2,1013.7,9.7,115.52,126.48,CTX-0588
1,204.5,1.3,116.54,123.63,CTX-0589
2,248.9,0.6,114.88,125.72,CTX-0590
1,558.6,5.7,133.07,138.7,CTX-0591
2,103.9,0.6,132.56,139.92,CTX-0592
1,154.9,0.4,130.6,139.22,CTX-0593
2,670.6,2.6,132.55,137.89,CTX-0594
1,1185.7,5.6,109.61,113.63,CTX-0595
2,828.1,8.7,110.4,114.8,CTX-0596
3,191.3,1.6,109.99,113.23,CTX-0597
4,274.3,0.7,111.54,116.47,CTX-0598
1,559.8,7.7,104.85,105.13,CTX-0599
2,111.3,0.3,104.83,105.53,CTX-0600
1,928.2,8.9,132.43,137.91,CTX-0601
2,683.0,9.4,132.6,138.92,CTX-0602
1,208.1,0.8,103.42,107.32,CTX-0603
2,1087.3,7.2,103.82,106.88,CTX-0604
1,223.4,0.6,103.57,108.2,CTX-0605
2,1063.2,7.5,104.73,107.77,CTX-0606
1,852.8,5.5,127.55,134.99,CTX-0607
2,185.9,1.6,126.76,135.37,CTX-0608
3,174.7,0.9,128.28,135.75,CTX-0609
4,1142.4,6.6,129.08,134.7,CTX-0610
1,544.7,4.0,100.03,98.52,CTX-0611
2,105.8,0.7,100.61,100.35,CTX-0612
1,529.3,6.7,128.52,134.44,CTX-0613
2,119.3,0.6,127.64,135.99,CTX-0614
1,1170.6,5.6,110.18,113.04,CTX-0615
2,386.4,3.5,109.92,114.71,CTX-0616
1,186.9,2.1,122.24,130.61,CTX-0617
2,185.3,0.7,123.12,131.64,CTX-0618
1,168.9,1.0,96.01,98.32,CTX-0619
2,196.4,0.6,97.36,98.17,CTX-0620
1,442.5,3.0,102.94,107.53,CTX-0621
2,1299.4,7.5,106.76,109.83,CTX-0622
1,365.0,2.6,107.76,111.96,CTX-0623
2,168.5,0.8,108.5,113.27,CTX-0624
1,396.1,2.9,122.85,131.03,CTX-0625
2,141.9,0.4,122.52,131.09,CTX-0626
1,403.0,2.6,95.98,98.69,CTX-0627
2,110.7,0.7,96.11,97.28,CTX-0628
1,299.2,0.6,132.24,138.01,CTX-0629
2,1354.0,6.3,132.79,139.11,CTX-0630
1,676.2,6.7,97.93,95.76,CTX-0631
2,99.9,0.6,96.65,97.69,CTX-0632
1,542.7,2.6,102.02,103.55,CTX-0633
2,1380.0,5.3,102.67,100.31,CTX-0634
1,472.9,2.2,94.19,96.64,CTX-0635
2,805.0,7.0,94.84,94.1,CTX-0636
3,622.3,6.2,94.66,95.88,CTX-0637
4,131.5,0.4,95.57,97.82,CTX-0638
1,921.2,6.6,114.27,123.48,CTX-0639
2,182.9,1.6,114.65,126.29,CTX-0640
1,1332.8,6.5,96.91,98.36,CTX-0641
2,861.1,7.4,98.18,97.89,CTX-0642
1,431.5,3.1,97.01,97.39,CTX-0643
2,98.9,0.4,97.49,97.89,CTX-0644
1,877.8,6.6,98.93,100.49,CTX-0645
2,698.4,8.1,99.89,99.57,CTX-0646
1,674.9,1.6,104.2,107.15,CTX-0647
2,1095.3,6.6,105.31,108.92,CTX-0648
3,560.1,3.3,104.44,107.7,CTX-0649
4,139.8,0.9,105.3,106.82,CTX-0650
1,202.5,1.9,122.73,129.53,CTX-0651
2,240.4,0.9,124.71,130.72,CTX-0652
1,1003.4,9.8,122.22,129.99,CTX-0653
2,392.3,4.4,124.82,132.49,CTX-0654
1,974.4,6.6,95.84,98.94,CTX-0655
2,146.6,1.5,98.24,97.25,CTX-0656
1,547.1,5.8,127.5,133.11,CTX-0657
2,124.0,0.6,126.88,135.95,CTX-0658
1,683.4,7.6,131.51,139.57,CTX-0659
2,198.1,1.4,133.52,139.43,CTX-0660
1,1048.1,10.9,96.91,98.2,CTX-0661
2,645.3,3.3,97.77,98.22,CTX-0662
3,122.5,0.6,98.04,98.75,CTX-0663
4,534.9,1.9,99.18,98.74,CTX-0664
1,1000.6,4.6,102.79,106.67,CTX-0665
2,846.3,7.8,107.08,107.59,CTX-0666
1,124.3,0.5,114.79,124.71,CTX-0667
2,784.6,3.9,115.39,125.24,CTX-0668
3,1028.5,6.7,115.9,125.23,CTX-0669
4,406.7,2.3,117.26,128.84,CTX-0670
1,598.6,4.3,98.66,99.49,CTX-0671
2,926.9,7.9,99.68,102.57,CTX-0672
1,254.1,0.6,102.27,102.96,CTX-0673
2,1392.9,7.5,102.81,101.87,CTX-0674
1,191.0,2.0,120.41,130.13,CTX-0675
2,315.1,0.7,122.59,131.92,CTX-0676
1,170.0,1.7,108.94,113.45,CTX-0677
2,223.3,0.6,109.66,114.79,CTX-0678
1,241.0,1.1,102.04,103.32,CTX-0679
2,1087.4,3.0,102.44,101.84,CTX-0680
1,1145.9,4.2,93.73,95.65,CTX-0681
2,1075.6,3.7,94.37,95.35,CTX-0682
3,182.0,1.5,95.13,92.98,CTX-0683
4,209.2,0.7,94.41,96.18,CTX-0684
1,1044.0,9.9,130.23,137.67,CTX-0685
2,374.6,3.1,133.23,139.06,CTX-0686
1,112.9,1.3,123.17,130.0,CTX-0687
2,219.3,0.7,123.25,130.9,CTX-0688
1,236.0,1.3,132.02,138.18,CTX-0689
2,889.7,6.1,131.59,140.1,CTX-0690
1,852.6,2.7,101.5,102.63,CTX-0691
2,1054.0,7.4,102.22,103.0,CTX-0692
1,562.3,4.2,114.59,126.13,CTX-0693
2,137.6,0.4,116.44,122.78,CTX-0694
1,813.9,4.2,127.64,134.18,CTX-0695
2,1004.9,7.3,126.69,136.56,CTX-0696
1,330.6,4.2,107.46,112.45,CTX-0697
2,130.6,0.6,109.76,111.03,CTX-0698
1,1258.5,8.4,104.21,106.57,CTX-0699
2,693.2,6.5,106.3,107.94,CTX-0700
1,1272.4,7.0,99.39,97.97,CTX-0701
2,823.2,7.7,100.09,100.79,CTX-0702
1,521.9,6.4,123.9,129.19,CTX-0703
2,105.4,0.4,122.24,128.45,CTX-0704
1,205.7,1.2,97.26,99.08,CTX-0705
2,1131.7,4.3,97.55,97.06,CTX-0706
1,141.8,0.6,109.81,111.82,CTX-0707
2,615.5,6.7,109.2,113.36,CTX-0708
1,138.6,0.2,121.9,130.6,CTX-0709
2,519.5,1.9,123.23,131.2,CTX-0710
1,213.5,1.6,115.57,124.11,CTX-0711
2,260.2,0.7,116.36,125.52,CTX-0712
1,288.9,4.5,126.88,135.0,CTX-0713
2,117.9,0.5,127.63,135.32,CTX-0714
3,668.9,4.8,126.54,134.22,CTX-0715
4,901.6,8.7,127.99,135.46,CTX-0716
1,795.8,13.3,93.65,95.52,CTX-0717
2,310.7,3.4,94.11,96.68,CTX-0718
3,145.0,0.5,95.3,94.96,CTX-0719
4,925.0,3.7,95.28,95.68,CTX-0720
1,1146.6,9.6,121.78,129.73,CTX-0721
2,630.3,5.3,121.72,130.29,CTX-0722
1,185.9,1.5,104.68,105.67,CTX-0723
2,268.6,1.2,105.84,109.14,CTX-0724
3,1164.3,7.1,104.35,105.79,CTX-0725
4,922.2,6.7,105.73,108.45,CTX-0726
1,1591.5,11.2,93.26,97.51,CTX-0727
2,599.1,5.1,94.78,94.48,CTX-0728
1,801.4,6.9,105.37,108.3,CTX-0729
2,163.1,1.2,104.3,106.53,CTX-0730
3,215.3,0.8,104.65,107.72,CTX-0731
4,1210.1,8.7,104.78,107.19,CTX-0732
1,152.2,0.3,127.22,134.96,CTX-0733
2,778.4,4.1,128.42,136.18,CTX-0734
1,199.5,0.9,126.5,133.96,CTX-0735
2,1043.8,7.0,128.12,133.35,CTX-0736
1,1083.2,5.4,121.71,128.94,CTX-0737
2,695.2,5.2,122.93,131.53,CTX-0738
1,139.1,0.5,105.25,104.91,CTX-0739
2,563.4,2.1,105.12,107.71,CTX-0740
3,1082.6,8.7,105.5,108.15,CTX-0741
4,609.5,7.3,106.72,107.9,CTX-0742
1,159.6,0.5,131.7,136.73,CTX-0743
2,684.9,5.0,132.35,139.21,CTX-0744
1,1271.1,7.5,102.64,104.84,CTX-0745
2,992.7,4.8,105.03,107.31,CTX-0746
3,245.9,0.8,105.1,108.49,CTX-0747
4,181.6,0.7,106.69,107.05,CTX-0748
1,499.3,2.4,99.75,98.16,CTX-0749
2,845.3,9.1,100.68,99.97,CTX-0750
1,469.4,2.4,98.43,98.79,CTX-0751
2,1692.6,11.5,99.24,99.91,CTX-0752
1,118.1,0.6,99.36,101.19,CTX-0753
2,559.0,2.2,98.88,101.93,CTX-0754
1,1493.2,10.4,93.88,96.6,CTX-0755
2,767.2,7.6,93.38,94.15,CTX-0756
3,118.3,0.6,96.26,95.49,CTX-0757
4,574.0,1.8,95.88,96.12,CTX-0758
1,204.6,1.6,114.38,124.87,CTX-0759
2,258.9,0.7,114.69,125.27,CTX-0760
3,1009.2,3.9,114.76,126.73,CTX-0761
4,943.5,8.1,116.9,127.47,CTX-0762
1,484.3,5.1,121.62,129.85,CTX-0763
2,130.6,0.6,123.48,130.32,CTX-0764
3,525.7,2.2,123.68,131.62,CTX-0765
4,1173.0,9.7,123.21,131.2,CTX-0766
1,978.6,6.5,97.96,98.2,CTX-0767
2,249.9,1.2,99.82,100.28,CTX-0768
1,1026.1,10.9,99.06,98.98,CTX-0769
2,332.7,3.4,100.04,100.97,CTX-0770
1,475.2,1.4,97.74,98.18,CTX-0771
2,1135.5,7.9,97.93,98.58,CTX-0772
1,1047.4,4.4,122.62,128.97,CTX-0773
2,949.9,4.9,123.15,128.14,CTX-0774
1,1341.2,4.3,126.06,135.57,CTX-0775
2,569.3,5.0,127.39,135.28,CTX-0776
3,120.6,0.6,128.94,137.43,CTX-0777
4,481.8,1.9,128.05,134.51,CTX-0778
1,347.5,2.3,97.66,96.22,CTX-0779
2,1426.7,11.7,96.85,98.86,CTX-0780
3,616.7,7.3,98.13,96.97,CTX-0781
4,123.3,0.5,99.32,97.91,CTX-0782
1,484.1,2.0,102.12,103.12,CTX-0783
2,983.1,13.1,103.29,102.97,CTX-0784
3,589.2,7.1,101.49,103.13,CTX-0785
4,145.8,0.7,102.52,103.51,CTX-0786
1,273.3,0.6,122.41,129.63,CTX-0787
2,1170.8,8.2,122.9,132.8,CTX-0788
1,372.0,4.4,97.39,95.97,CTX-0789
2,108.8,0.5,97.89,97.31,CTX-0790
1,785.8,5.5,121.85,128.77,CTX-0791
2,204.6,1.8,122.24,131.5,CTX-0792
1,1161.2,7.3,104.78,105.51,CTX-0793
2,589.7,5.6,104.25,105.97,CTX-0794
3,150.4,0.6,105.2,109.75,CTX-0795
4,476.7,2.8,108.3,108.47,CTX-0796
1,443.9,3.2,98.95,100.24,CTX-0797
2,1151.3,5.7,100.07,100.77,CTX-0798
1,379.0,2.4,109.71,115.27,CTX-0799
2,113.4,0.6,109.47,113.8,CTX-0800
1,1204.5,3.3,98.04,98.81,CTX-0801
2,372.9,3.7,98.79,98.02,CTX-0802
1,387.8,4.4,98.79,99.47,CTX-0803
2,122.2,0.4,101.31,101.3,CTX-0804
3,668.2,2.4,99.91,100.43,CTX-0805
4,642.5,5.3,101.0,100.54,CTX-0806
1,107.3,0.5,102.21,103.49,CTX-0807
2,419.9,2.6,101.06,103.69,CTX-0808
1,365.5,2.0,99.26,98.3,CTX-0809
2,983.4,6.6,99.22,98.1,CTX-0810
1,1111.1,7.6,102.57,102.14,CTX-0811
2,618.6,2.5,101.65,101.06,CTX-0812
3,113.5,0.7,102.23,104.47,CTX-0813
4,449.9,2.5,104.18,105.11,CTX-0814
1,1083.3,9.9,107.17,114.29,CTX-0815
2,960.9,4.8,110.83,113.74,CTX-0816
3,196.2,1.6,109.78,114.85,CTX-0817
4,185.9,0.8,110.9,116.76,CTX-0818
1,1245.0,5.7,134.17,139.87,CTX-0819
2,603.3,4.8,132.57,140.7,CTX-0820
1,805.9,7.6,96.04,96.6,CTX-0821
2,188.2,2.0,97.45,96.8,CTX-0822
1,877.5,9.1,131.93,137.76,CTX-0823
2,402.7,3.7,132.21,138.78,CTX-0824
1,877.0,8.8,131.26,136.84,CTX-0825
2,507.3,4.4,132.07,138.31,CTX-0826
3,131.7,0.5,131.99,138.04,CTX-0827
4,450.2,3.0,133.48,141.55,CTX-0828
1,203.5,2.3,98.02,101.36,CTX-0829
2,270.7,0.4,99.68,101.08,CTX-0830
1,1046.0,11.8,130.74,134.73,CTX-0831
2,456.7,3.8,130.86,138.35,CTX-0832
1,838.7,5.9,126.3,136.55,CTX-0833
2,829.4,8.2,127.22,136.28,CTX-0834
3,296.6,3.8,128.95,133.25,CTX-0835
4,136.3,0.6,128.09,135.86,CTX-0836
1,104.4,0.4,121.58,130.73,CTX-0837
2,747.4,3.0,123.62,132.86,CTX-0838
1,1229.6,10.4,132.1,138.08,CTX-0839
2,289.2,3.0,131.23,137.1,CTX-0840
1,653.6,6.3,101.48,102.99,CTX-0841
2,251.2,1.4,102.04,103.74,CTX-0842
1,560.6,6.1,114.82,123.44,CTX-0843
2,139.2,0.6,115.05,124.25,CTX-0844
3,542.2,2.5,117.42,126.14,CTX-0845
4,1109.1,3.8,116.59,124.27,CTX-0846
1,190.2,1.6,101.47,101.47,CTX-0847
2,206.7,0.5,100.12,102.7,CTX-0848
1,668.5,6.4,121.12,129.54,CTX-0849
2,129.5,0.6,122.84,129.4,CTX-0850
3,473.4,2.2,122.47,130.73,CTX-0851
4,1068.5,9.0,122.52,132.66,CTX-0852
1,1183.4,2.8,104.15,107.48,CTX-0853
2,997.3,8.9,105.14,107.6,CTX-0854
3,237.6,2.1,105.8,108.23,CTX-0855
4,238.4,0.6,104.56,108.6,CTX-0856
1,804.1,5.6,109.57,113.51,CTX-0857
2,1041.2,7.9,109.44,113.67,CTX-0858
3,338.5,3.2,108.78,114.68,CTX-0859
4,108.2,0.7,108.58,114.58,CTX-0860
1,1237.2,6.0,104.95,106.9,CTX-0861
2,579.7,5.3,103.69,109.58,CTX-0862
1,498.2,2.9,96.92,98.06,CTX-0863
2,946.2,8.8,96.06,97.77,CTX-0864
1,941.8,4.3,104.61,105.45,CTX-0865
2,835.2,9.1,105.1,105.57,CTX-0866
3,371.5,2.5,106.13,108.29,CTX-0867
4,125.5,0.2,107.14,110.16,CTX-0868
1,1268.1,3.5,103.96,108.0,CTX-0869
2,980.3,7.4,106.56,108.39,CTX-0870
1,120.2,0.6,95.36,96.15,CTX-0871
2,546.6,2.0,98.62,98.75,CTX-0872
1,1069.0,7.0,123.14,129.73,CTX-0873
2,440.5,2.4,122.5,128.85,CTX-0874
3,116.4,0.5,125.57,129.17,CTX-0875
4,862.4,4.2,123.18,130.45,CTX-0876
1,274.6,0.8,132.06,137.41,CTX-0877
2,939.3,4.9,133.94,137.03,CTX-0878
1,703.2,6.6,102.38,101.07,CTX-0879
2,93.1,0.7,103.18,102.41,CTX-0880
1,307.8,3.0,102.28,103.4,CTX-0881
2,92.3,0.8,101.47,104.25,CTX-0882
1,228.2,2.8,114.16,122.29,CTX-0883
2,134.8,0.5,115.48,125.27,CTX-0884
1,159.8,0.5,97.15,96.15,CTX-0885
2,746.8,5.0,96.54,99.73,CTX-0886
3,1056.2,8.5,96.81,99.18,CTX-0887
4,302.4,3.4,98.92,98.87,CTX-0888
1,639.4,5.5,126.93,135.63,CTX-0889
2,113.8,0.7,127.83,136.63,CTX-0890
1,135.5,0.4,94.67,94.55,CTX-0891
2,1103.6,4.8,93.35,95.41,CTX-0892
3,1434.4,8.0,94.96,95.34,CTX-0893
4,276.1,5.3,96.08,97.9,CTX-0894
1,983.2,13.6,97.04,96.18,CTX-0895
2,234.5,1.0,97.31,99.25,CTX-0896
3,273.5,0.9,98.03,99.4,CTX-0897
4,1134.0,6.1,98.94,99.59,CTX-0898
1,197.3,1.4,122.41,130.6,CTX-0899
2,261.3,0.8,122.9,130.1,CTX-0900
1,1222.4,11.4,114.6,125.66,CTX-0901
2,761.0,7.4,116.59,125.48,CTX-0902
1,364.8,2.8,98.84,98.06,CTX-0903
2,117.2,0.8,99.04,100.51,CTX-0904
3,904.4,5.3,99.89,103.06,CTX-0905
4,1316.2,10.6,99.9,101.44,CTX-0906
1,255.3,1.0,126.96,135.43,CTX-0907
2,1148.8,10.6,127.1,136.63,CTX-0908
3,851.3,8.1,129.22,137.38,CTX-0909
4,169.0,1.4,129.57,137.07,CTX-0910
1,921.8,6.4,111.39,115.47,CTX-0911
2,204.4,1.5,108.92,112.74,CTX-0912
1,534.0,2.8,126.55,134.79,CTX-0913
2,1272.7,7.8,127.17,133.47,CTX-0914
3,520.8,3.1,128.52,136.85,CTX-0915
4,136.8,0.5,129.17,135.34,CTX-0916
1,796.7,4.1,131.19,139.22,CTX-0917
2,177.8,1.0,131.82,138.32,CTX-0918
1,119.4,0.4,131.1,139.39,CTX-0919
2,749.9,4.6,132.35,139.61,CTX-0920
1,102.1,0.6,99.88,100.95,CTX-0921
2,739.7,5.8,99.73,97.08,CTX-0922
3,1066.9,7.1,99.21,98.75,CTX-0923
4,356.9,4.4,100.57,101.32,CTX-0924
1,354.4,4.8,132.43,138.73,CTX-0925
2,111.9,0.6,132.81,140.72,CTX-0926
3,973.2,6.1,132.95,139.03,CTX-0927
4,1155.4,7.1,134.0,142.31,CTX-0928
1,847.9,9.7,131.65,139.37,CTX-0929
2,870.4,8.7,132.83,137.5,CTX-0930
1,177.2,0.9,115.86,123.81,CTX-0931
2,1198.4,8.9,115.2,124.45,CTX-0932
3,532.2,8.9,116.41,127.25,CTX-0933
4,179.5,1.2,117.92,125.95,CTX-0934
1,171.3,1.0,98.88,101.4,CTX-0935
2,1178.9,7.4,100.37,98.68,CTX-0936
1,122.2,0.6,132.97,138.57,CTX-0937
2,819.6,3.5,132.52,139.17,CTX-0938
1,1129.9,9.2,102.3,103.62,CTX-0939
2,562.1,7.0,101.86,103.4,CTX-0940
1,216.8,0.6,99.41,99.35,CTX-0941
2,1077.1,5.1,99.47,100.26,CTX-0942
3,975.3,5.5,99.91,99.57,CTX-0943
4,197.6,1.4,101.58,100.88,CTX-0944
1,457.1,3.5,99.44,99.41,CTX-0945
2,136.3,0.5,98.99,99.23,CTX-0946
1,867.0,3.2,101.42,105.31,CTX-0947
2,854.2,6.1,101.98,102.87,CTX-0948
1,383.2,3.8,104.34,106.2,CTX-0949
2,96.6,0.5,103.19,105.82,CTX-0950
1,862.4,6.6,114.42,125.74,CTX-0951
2,1138.5,6.4,115.4,125.72,CTX-0952
1,806.1,4.4,93.93,92.66,CTX-0953
2,1408.7,8.3,94.31,94.84,CTX-0954
1,789.6,3.4,101.8,102.57,CTX-0955
2,1178.1,8.9,103.66,104.57,CTX-0956
1,959.7,4.5,103.77,107.02,CTX-0957
2,1165.8,6.4,105.3,107.53,CTX-0958
1,256.4,0.6,101.14,99.91,CTX-0959
2,1193.2,7.4,101.75,102.93,CTX-0960
3,772.3,6.8,103.96,101.48,CTX-0961
4,220.4,2.0,104.6,103.73,CTX-0962
1,233.5,0.8,127.19,134.91,CTX-0963
2,1406.3,10.3,127.29,136.56,CTX-0964
1,1042.3,5.1,102.24,101.16,CTX-0965
2,866.2,10.8,103.82,102.53,CTX-0966
1,733.8,4.6,102.72,105.85,CTX-0967
2,1231.4,12.1,105.71,107.81,CTX-0968
3,423.0,2.7,105.09,107.73,CTX-0969
4,146.8,0.6,105.76,107.1,CTX-0970
1,619.6,1.6,97.58,97.32,CTX-0971
2,1236.1,9.2,96.24,100.06,CTX-0972
1,649.9,5.6,99.65,98.93,CTX-0973
2,1290.5,9.5,99.21,99.38,CTX-0974
3,342.3,4.1,99.23,100.41,CTX-0975
4,117.0,0.8,100.4,99.78,CTX-0976
1,993.3,8.0,104.04,106.48,CTX-0977
2,350.0,4.0,104.32,104.61,CTX-0978
3,127.7,0.5,106.81,106.61,CTX-0979
4,740.7,5.1,106.47,106.98,CTX-0980
1,83.6,0.6,103.01,102.97,CTX-0981
2,533.3,1.7,102.54,101.48,CTX-0982
1,1056.5,9.5,132.82,137.7,CTX-0983
2,301.6,3.2,130.94,140.58,CTX-0984
1,463.6,2.0,102.13,101.4,CTX-0985
2,1225.9,6.9,102.07,104.41,CTX-0986
1,937.7,7.6,105.29,106.18,CTX-0987
2,870.7,8.9,103.56,107.79,CTX-0988
3,219.3,1.2,106.16,107.6,CTX-0989
4,202.6,1.1,105.35,110.09,CTX-0990
1,489.4,2.1,101.98,102.55,CTX-0991
2,1361.0,6.3,101.26,103.0,CTX-0992
3,664.9,4.9,104.33,104.8,CTX-0993
4,156.9,0.7,102.58,104.33,CTX-0994
1,782.8,7.0,109.2,113.24,CTX-0995
2,205.1,1.7,109.01,112.89,CTX-0996
3,295.1,1.2,110.69,115.66,CTX-0997
4,1056.5,7.1,111.06,116.07,CTX-0998
1,593.3,2.2,93.56,95.2,CTX-0999
2,109.9,0.7,95.26,96.33,CTX-1000
1,276.6,0.9,94.2,94.27,CTX-1001
2,1269.1,9.0,91.91,97.28,CTX-1002
1,834.0,9.5,103.75,108.51,CTX-1003
2,166.5,1.8,104.1,109.76,CTX-1004
3,262.5,1.0,105.45,110.03,CTX-1005
4,1130.6,8.5,104.95,107.17,CTX-1006
1,512.0,1.7,122.3,129.2,CTX-1007
2,920.6,9.0,123.59,129.81,CTX-1008
3,622.3,5.3,120.87,131.66,CTX-1009
4,112.3,0.3,124.01,132.98,CTX-1010
1,107.8,0.4,130.31,139.14,CTX-1011
2,766.9,4.1,132.21,140.53,CTX-1012
1,776.7,8.6,133.27,137.43,CTX-1013
2,166.2,1.5,132.75,138.59,CTX-1014
1,190.4,1.4,97.99,99.67,CTX-1015
2,216.9,0.8,99.48,100.72,CTX-1016
1,122.4,0.6,102.94,101.05,CTX-1017
2,494.1,2.2,102.3,104.09,CTX-1018
1,571.9,1.8,98.85,99.68,CTX-1019
2,1709.4,11.7,100.42,98.28,CTX-1020
3,715.0,4.5,101.32,101.09,CTX-1021
4,155.5,0.7,100.09,99.87,CTX-1022
1,454.0,3.5,96.59,98.46,CTX-1023
2,106.4,0.7,97.06,99.16,CTX-1024
3,1003.1,4.1,96.42,99.34,CTX-1025
4,1201.8,6.8,96.62,100.51,CTX-1026
1,212.0,1.9,109.44,113.76,CTX-1027
2,256.8,0.9,109.11,114.31,CTX-1028
1,141.0,0.9,114.47,124.14,CTX-1029
2,532.0,2.4,115.21,125.1,CTX-1030
1,788.3,6.5,120.84,130.08,CTX-1031
2,166.3,0.7,122.95,131.36,CTX-1032
1,727.6,5.9,126.82,136.47,CTX-1033
2,198.2,1.0,126.81,133.35,CTX-1034
3,304.3,0.8,128.23,135.22,CTX-1035
4,855.8,9.3,128.52,136.21,CTX-1036
1,225.5,0.8,109.44,114.49,CTX-1037
2,1190.6,7.6,108.49,113.54,CTX-1038
3,886.6,9.0,110.9,112.87,CTX-1039
4,219.8,1.2,111.5,115.91,CTX-1040
1,112.3,0.8,116.38,123.58,CTX-1041
2,510.1,1.2,116.41,122.78,CTX-1042
1,121.3,0.5,103.86,104.66,CTX-1043
2,980.2,3.7,104.26,108.14,CTX-1044
1,808.1,8.4,105.32,104.93,CTX-1045
2,229.6,1.9,104.52,106.8,CTX-1046
3,218.1,0.6,104.38,107.88,CTX-1047
4,979.0,6.4,105.35,106.08,CTX-1048
1,703.4,6.4,101.65,101.34,CTX-1049
2,1341.0,8.0,103.06,102.94,CTX-1050
1,227.0,0.8,132.09,138.1,CTX-1051
2,1123.6,8.6,130.89,139.28,CTX-1052
1,252.3,3.2,103.36,105.99,CTX-1053
2,120.9,0.3,104.04,105.62,CTX-1054
1,196.3,1.9,99.57,97.42,CTX-1055
2,214.0,0.8,99.55,99.29,CTX-1056
3,1271.5,6.1,100.34,100.28,CTX-1057
4,817.9,4.1,101.31,101.33,CTX-1058
1,851.6,7.2,96.42,99.45,CTX-1059
2,465.7,9.0,97.16,97.44,CTX-1060
3,126.8,0.5,97.73,100.77,CTX-1061
4,424.5,1.7,97.38,97.22,CTX-1062
1,261.8,1.0,132.07,138.06,CTX-1063
2,1081.5,7.1,132.1,141.91,CTX-1064
3,930.2,7.0,130.25,140.65,CTX-1065
4,191.1,1.0,132.37,139.52,CTX-1066
1,1170.1,12.5,97.44,99.53,CTX-1067
2,560.0,5.3,95.62,99.18,CTX-1068
3,125.4,0.5,98.69,99.59,CTX-1069
4,452.3,1.7,99.56,97.88,CTX-1070
1,870.0,5.8,123.45,127.37,CTX-1071
2,183.6,1.9,125.66,131.16,CTX-1072
1,366.8,1.8,98.54,100.44,CTX-1073
2,125.6,0.5,98.97,100.51,CTX-1074
3,701.9,5.2,99.77,99.88,CTX-1075
4,1102.6,7.3,100.75,100.23,CTX-1076
1,271.9,0.8,125.61,137.15,CTX-1077
2,817.5,5.9,126.68,137.72,CTX-1078
1,87.6,0.5,122.44,129.25,CTX-1079
2,576.2,2.4,122.39,129.93,CTX-1080
1,941.3,7.6,104.32,104.88,CTX-1081
2,206.0,1.6,105.72,108.06,CTX-1082
1,129.8,0.4,93.23,95.41,CTX-1083
2,786.9,4.3,93.76,94.34,CTX-1084
3,1223.4,6.8,93.77,95.74,CTX-1085
4,334.0,3.4,94.64,97.91,CTX-1086
1,706.4,7.4,123.61,131.24,CTX-1087
2,834.5,7.0,123.42,132.16,CTX-1088
1,206.1,1.7,131.11,139.84,CTX-1089
2,223.4,1.1,132.36,137.57,CTX-1090
1,116.3,0.3,100.17,103.86,CTX-1091
2,424.0,1.5,102.14,102.95,CTX-1092
1,202.0,1.3,115.13,125.04,CTX-1093
2,236.8,0.6,115.87,126.73,CTX-1094
1,1006.5,3.3,122.62,131.55,CTX-1095
2,630.3,4.7,122.2,131.89,CTX-1096
1,781.2,3.5,101.53,104.06,CTX-1097
2,875.0,8.2,103.17,102.36,CTX-1098
3,392.9,3.4,102.2,103.03,CTX-1099
4,72.8,0.2,102.84,105.05,CTX-1100
1,305.8,0.6,96.78,97.11,CTX-1101
2,967.4,11.8,97.51,97.56,CTX-1102
3,857.0,6.2,98.33,100.28,CTX-1103
4,190.9,1.4,98.57,99.96,CTX-1104
1,151.6,0.7,108.76,113.74,CTX-1105
2,477.0,2.4,109.17,114.42,CTX-1106
